Period,Store No,Store Name,Store Full,SOS,Pre-Bump %,Adoption %,Make Ahead %,Waste %,Checks Passed,Checks Total,Adherence %,SOS Pass,Adoption Pass,Make Ahead Pass,Waste Pass,Pre-Bump Pass
P3W2,3200,Jupiter-E Indiantown Rd,3200-FL-Jupiter-E Indiantown Rd,8.15,0.0,67.741935483871,29.8288508557457,8.27505827505828,2,5,40.0,True,False,False,False,True
P3W2,346,Miami-Old Cutler Rd,346-FL-Miami-Old Cutler Rd,10.816666666666666,0.0,96.2025316455696,0.0,6.485148514851489,3,5,60.0,False,True,True,False,True
P3W2,4032,Miami-NW 7th St.,4032-FL-Miami-NW 7th St.,9.116666666666667,0.0,97.6190476190476,0.0,0.891410048622366,5,5,100.0,True,True,True,True,True
P3W2,420,Deerfield Beach,420-FL-Deerfield Beach,12.733333333333333,0.0,100.0,0.0,1.67832167832168,4,5,80.0,False,True,True,True,True
P3W2,79,Plantation,79-FL-Plantation,9.633333333333333,0.0,100.0,13.1358529111338,,3,4,75.0,True,True,False,,True
P3W2,871,Florida City-Dixie Hwy,871-FL-Florida City-Dixie Hwy,12.233333333333333,0.0,100.0,0.296853354442905,1.06666666666667,4,5,80.0,False,True,True,True,True
P3W2,883,Hallandale Beach-W Hallandale ,883-FL-Hallandale Beach-W Hallandale Beach Blvd,12.866666666666667,0.0,100.0,0.0,,3,4,75.0,False,True,True,,True
P3W3,1096,Tamarac-N. University Drive,1096-FL-Tamarac-N. University Drive,10.716666666666667,0.0,98.38709677419351,0.0,2.99473897207608,4,5,80.0,False,True,True,True,True
P3W3,1167,Pembroke Pines-Pines Blvd,1167-FL-Pembroke Pines-Pines Blvd,15.633333333333333,0.398406374501992,100.0,7.706002034588,0.446827524575514,4,5,80.0,False,True,True,True,True
P3W3,1252,Fort Lauderdale-W. Broward Blv,1252-FL-Fort Lauderdale-W. Broward Blvd.,8.216666666666667,0.3584229390681,41.6666666666667,31.1590296495957,0.328484279680901,3,5,60.0,True,False,False,True,True
P3W3,1677,Palmetto Bay- SW 160th St.,1677-FL-Palmetto Bay- SW 160th St.,8.433333333333334,0.0,87.5,0.0,,4,4,100.0,True,True,True,,True
P3W3,1726,Fort Lauderdale-E. Commercial ,1726-FL-Fort Lauderdale-E. Commercial Blvd,7.666666666666667,0.0,97.6190476190476,12.1122599704579,4.68483816013629,4,5,80.0,True,True,False,True,True
P3W3,1771,Miami-SW 152nd St,1771-FL-Miami-SW 152nd St,7.783333333333333,1.10497237569061,98.38709677419351,3.7796659830061503,1.92822710230316,5,5,100.0,True,True,True,True,True
P3W3,183,Margate-Atlantic,183-FL-Margate-Atlantic,13.95,0.371747211895911,100.0,0.0,,3,4,75.0,False,True,True,,True
P3W3,1841,Ft Lauderdale-S Federal Hwy,1841-FL-Ft Lauderdale-S Federal Hwy,7.816666666666666,0.0,93.75,9.34432665881429,6.554878048780489,4,5,80.0,True,True,True,False,True
P3W3,1847,Pompano Beach-N. Federal Hwy,1847-FL-Pompano Beach-N. Federal Hwy,10.1,0.512820512820513,59.6491228070175,0.0,3.29847144006436,3,5,60.0,False,False,True,True,True
P3W3,1848,Miami-SW 107th Ave,1848-FL-Miami-SW 107th Ave,9.166666666666666,0.0,100.0,0.0,1.22905027932961,5,5,100.0,True,True,True,True,True
P3W3,1864,Hialeah Gardens-W 33rd Ave,1864-FL-Hialeah Gardens-W 33rd Ave,7.65,0.546448087431694,97.5,0.594000594000594,0.606060606060606,5,5,100.0,True,True,True,True,True
P3W3,1891,Miami-SW 137th Ave,1891-FL-Miami-SW 137th Ave,12.65,0.505050505050505,98.4375,0.0,,3,4,75.0,False,True,True,,True
P3W3,1954,Miami-N Kendall Dr,1954-FL-Miami-N Kendall Dr,7.0,0.0,100.0,0.23255813953488402,1.82648401826484,5,5,100.0,True,True,True,True,True
P3W3,1972,Miami-Bird Ludlam,1972-FL-Miami-Bird Ludlam,9.016666666666667,0.0,88.3720930232558,0.977278279990227,4.21615201900238,5,5,100.0,True,True,True,True,True
P3W3,2013,Palm Springs-S Congress Ave,2013-FL-Palm Springs-S Congress Ave,11.333333333333334,0.689655172413793,100.0,0.0,,3,4,75.0,False,True,True,,True
P3W3,2042,Miami-W Flagler St,2042-FL-Miami-W Flagler St,9.0,0.0,94.8717948717949,0.0,3.53460972017673,5,5,100.0,True,True,True,True,True
P3W3,2048,Coral Springs-Wiles Rd,2048-FL-Coral Springs-Wiles Rd,9.933333333333334,0.0,92.7710843373494,1.04712041884817,,4,4,100.0,True,True,True,,True
P3W3,205,Lauderhill-Oakland Park,205-FL-Lauderhill-Oakland Park,7.316666666666666,0.320512820512821,98.7341772151899,19.7627460878344,,3,4,75.0,True,True,False,,True
P3W3,2118,Naranja-S. Dixie Hwy,2118-FL-Naranja-S. Dixie Hwy,8.116666666666667,0.341296928327645,100.0,0.0,16.7325428194993,4,5,80.0,True,True,True,False,True
P3W3,2290,Pembroke Pines-N. Flamingo Rd,2290-FL-Pembroke Pines-N. Flamingo Rd,12.583333333333334,0.0,94.4444444444444,0.576258163657318,0.0,4,5,80.0,False,True,True,True,True
P3W3,2497,Royal Palm Beach,2497-FL-Royal Palm Beach,10.233333333333333,1.49253731343284,100.0,0.0,,3,4,75.0,False,True,True,,True
